concept	property	prop_count	pos_tag	is_only_adj	is_last_word_noun
medication	effective	18	[('effective', 'JJ')]	True	False
table of content	basic	667	[('basic', 'JJ')]	True	False
skin	normal	79	[('normal', 'JJ')]	True	False
digital camera	personal	635	[('personal', 'JJ')]	True	False
conference	educational	56	[('educational', 'JJ')]	True	False
communication	transferable	34	[('transferable', 'JJ')]	True	False
antimicrobial	biological	197	[('biological', 'JJ')]	True	False
homeopathy	natural	709	[('natural', 'JJ')]	True	False
diabetes mellitus	conventional	429	[('conventional', 'JJ')]	True	False
disney	popular	467	[('popular', 'JJ')]	True	False
robot	mechanical	187	[('mechanical', 'JJ')]	True	False
pittsburgh	big	266	[('big', 'JJ')]	True	False
salinity	environmental	592	[('environmental', 'JJ')]	True	False
vandalism	local	332	[('local', 'JJ')]	True	False
cluster analysis	statistical	99	[('statistical', 'JJ')]	True	False
speech	traditional	682	[('traditional', 'JJ')]	True	False
abscess	local	332	[('local', 'JJ')]	True	False
tea tree	essential	297	[('essential', 'JJ')]	True	False
email	social	388	[('social', 'JJ')]	True	False
motorola	multinational	53	[('multinational', 'JJ')]	True	False
dancing	social	388	[('social', 'JJ')]	True	False
acceleration	technical	122	[('technical', 'JJ')]	True	False
splint	adaptive	10	[('adaptive', 'JJ')]	True	False
generator	industrial	201	[('industrial', 'JJ')]	True	False
pulmonary embolism	systemic	124	[('systemic', 'JJ')]	True	False
cicada	large	852	[('large', 'JJ')]	True	False
static random access memory	volatile	92	[('volatile', 'JJ')]	True	False
golf	professional	165	[('professional', 'JJ')]	True	False
generator	complex	256	[('complex', 'JJ')]	True	False
wheelchair	personal	635	[('personal', 'JJ')]	True	False
income	structural	156	[('structural', 'JJ')]	True	False
tan	neutral	42	[('neutral', 'JJ')]	True	False
oxygen	industrial	201	[('industrial', 'JJ')]	True	False
amniocentesis	diagnostic	65	[('diagnostic', 'JJ')]	True	False
clarithromycin	advanced	233	[('advanced', 'JJ')]	True	False
foot	serious	276	[('serious', 'JJ')]	True	False
expert system	advanced	233	[('advanced', 'JJ')]	True	False
methanol	alcoholic	13	[('alcoholic', 'JJ')]	True	False
bread	essential	297	[('essential', 'JJ')]	True	False
spice	natural	709	[('natural', 'JJ')]	True	False
gasoline	combustible	79	[('combustible', 'JJ')]	True	False
government	short	21	[('short', 'JJ')]	True	False
leds	electronic	281	[('electronic', 'JJ')]	True	False
cardboard	suitable	205	[('suitable', 'JJ')]	True	False
female sex	sociodemographic	28	[('sociodemographic', 'JJ')]	True	False
muscle	static	33	[('static', 'JJ')]	True	False
dip coating	conventional	429	[('conventional', 'JJ')]	True	False
glass substrate	suitable	205	[('suitable', 'JJ')]	True	False
bristol	urban	75	[('urban', 'JJ')]	True	False
drought	exogenous	40	[('exogenous', 'JJ')]	True	False
sight	casual	10	[('casual', 'JJ')]	True	False
rock	popular	467	[('popular', 'JJ')]	True	False
ramie	natural	709	[('natural', 'JJ')]	True	False
environment	contextual	50	[('contextual', 'JJ')]	True	False
department of homeland security	federal	114	[('federal', 'JJ')]	True	False
farming	traditional	682	[('traditional', 'JJ')]	True	False
siemens	german	19	[('german', 'JJ')]	True	False
culture	informal	18	[('informal', 'JJ')]	True	False
textile	flat	39	[('flat', 'JJ')]	True	False
korea	international	277	[('international', 'JJ')]	True	False
mitsubishi	japanese	23	[('japanese', 'JJ')]	True	False
diffraction	optical	72	[('optical', 'JJ')]	True	False
novel	artistic	19	[('artistic', 'JJ')]	True	False
motrin	over-the-counter	25	[('over-the-counter', 'JJ')]	True	False
peanut	healthy	115	[('healthy', 'JJ')]	True	False
best buy	retail	43	[('retail', 'JJ')]	True	False
nitrate	soluble	36	[('soluble', 'JJ')]	True	False
sierra leone	african	36	[('african', 'JJ')]	True	False
peanut	common	802	[('common', 'JJ')]	True	False
financial planning	financial	212	[('financial', 'JJ')]	True	False
phenol	volatile	92	[('volatile', 'JJ')]	True	False
intestinal obstruction	severe	151	[('severe', 'JJ')]	True	False
standard deviation	statistical	99	[('statistical', 'JJ')]	True	False
itching	local	332	[('local', 'JJ')]	True	False
trade show	promotional	68	[('promotional', 'JJ')]	True	False
machine	physical	686	[('physical', 'JJ')]	True	False
islam	modern	309	[('modern', 'JJ')]	True	False
wind	meteorological	28	[('meteorological', 'JJ')]	True	False
inspection	industrial	201	[('industrial', 'JJ')]	True	False
syringe	diabetic	10	[('diabetic', 'JJ')]	True	False
muon	secondary	180	[('secondary', 'JJ')]	True	False
starbucks	successful	38	[('successful', 'JJ')]	True	False
cytokeratin	epithelial	10	[('epithelial', 'JJ')]	True	False
acoustic	environmental	592	[('environmental', 'JJ')]	True	False
genetic algorithm	mathematical	54	[('mathematical', 'JJ')]	True	False
role based access control	traditional	682	[('traditional', 'JJ')]	True	False
france	great	178	[('great', 'JJ')]	True	False
health	great	178	[('great', 'JJ')]	True	False
flooding	secondary	180	[('secondary', 'JJ')]	True	False
same sex marriage	social	388	[('social', 'JJ')]	True	False
billing address	financial	212	[('financial', 'JJ')]	True	False
diabetes mellitus	medical	456	[('medical', 'JJ')]	True	False
pen	extraneous	19	[('extraneous', 'JJ')]	True	False
candida	opportunistic	19	[('opportunistic', 'JJ')]	True	False
fruit	natural	709	[('natural', 'JJ')]	True	False
cd player	external	443	[('external', 'JJ')]	True	False
amazon	international	277	[('international', 'JJ')]	True	False
desktop computer	personal	635	[('personal', 'JJ')]	True	False
fruit	nutritious	21	[('nutritious', 'JJ')]	True	False
face recognition	advanced	233	[('advanced', 'JJ')]	True	False
market condition	external	443	[('external', 'JJ')]	True	False
judiciary	political	40	[('political', 'JJ')]	True	False
strawberry	common	802	[('common', 'JJ')]	True	False
walmart	retail	43	[('retail', 'JJ')]	True	False
cold	physical	686	[('physical', 'JJ')]	True	False
injury	exceptional	26	[('exceptional', 'JJ')]	True	False
ginger ale	clear	23	[('clear', 'JJ')]	True	False
clay	soft	247	[('soft', 'JJ')]	True	False
translation	derivative	13	[('derivative', 'JJ')]	True	False
diffusion coefficient	electrochemical	15	[('electrochemical', 'JJ')]	True	False
new york times	corporate	79	[('corporate', 'JJ')]	True	False
shape	intrinsic	34	[('intrinsic', 'JJ')]	True	False
chair	basic	667	[('basic', 'JJ')]	True	False
repair	actual	19	[('actual', 'JJ')]	True	False
microsoft	multinational	53	[('multinational', 'JJ')]	True	False
smart phone	electronic	281	[('electronic', 'JJ')]	True	False
game	personal	635	[('personal', 'JJ')]	True	False
sheffield	northern	42	[('northern', 'JJ')]	True	False
biodiversity	environmental	592	[('environmental', 'JJ')]	True	False
resistor	electronic	281	[('electronic', 'JJ')]	True	False
consumption	economic	142	[('economic', 'JJ')]	True	False
speech	external	443	[('external', 'JJ')]	True	False
death certificate	legal	102	[('legal', 'JJ')]	True	False
team building	transferable	34	[('transferable', 'JJ')]	True	False
chapter 13	undesirable	45	[('undesirable', 'JJ')]	True	False
family background	environmental	592	[('environmental', 'JJ')]	True	False
housing	socio economic	34	[('socio', 'JJ'), ('economic', 'JJ')]	True	False
marriage license	legal	102	[('legal', 'JJ')]	True	False
ipad	personal electronic	21	[('personal', 'JJ'), ('electronic', 'JJ')]	True	False
florida	southern	60	[('southern', 'JJ')]	True	False
pit	visual	96	[('visual', 'JJ')]	True	False
clove	exotic	119	[('exotic', 'JJ')]	True	False
natural gas	traditional	682	[('traditional', 'JJ')]	True	False
lemongras	aromatic	59	[('aromatic', 'JJ')]	True	False
cereal	daily	99	[('daily', 'JJ')]	True	False
boron	valuable	127	[('valuable', 'JJ')]	True	False
orientation	elementary	17	[('elementary', 'JJ')]	True	False
noise	poor	47	[('poor', 'JJ')]	True	False
newspaper	conventional	429	[('conventional', 'JJ')]	True	False
urinary incontinence	 common	142	[('common', 'JJ')]	True	False
legal advice	intensive	11	[('intensive', 'JJ')]	True	False
object	visual	96	[('visual', 'JJ')]	True	False
processed food	unhealthy	32	[('unhealthy', 'JJ')]	True	False
snake	exotic	119	[('exotic', 'JJ')]	True	False
shopping mall	open	86	[('open', 'JJ')]	True	False
sustainability	global	202	[('global', 'JJ')]	True	False
price	critical	172	[('critical', 'JJ')]	True	False
schizophrenia	psychological	106	[('psychological', 'JJ')]	True	False
lion	african	36	[('african', 'JJ')]	True	False
oprah	national	122	[('national', 'JJ')]	True	False
military	federal	114	[('federal', 'JJ')]	True	False
chicken	fresh	148	[('fresh', 'JJ')]	True	False
samsung	big	266	[('big', 'JJ')]	True	False
ebay	big	266	[('big', 'JJ')]	True	False
fruit	small	653	[('small', 'JJ')]	True	False
wallet	loose	68	[('loose', 'JJ')]	True	False
forgiveness	emotional	38	[('emotional', 'JJ')]	True	False
birth certificate	legal	102	[('legal', 'JJ')]	True	False
communication skill	personal	635	[('personal', 'JJ')]	True	False
anti inflammatory drug	common	802	[('common', 'JJ')]	True	False
tadpoles	 herbivorous	10	[('herbivorous', 'JJ')]	True	False
peanut butter	healthy	115	[('healthy', 'JJ')]	True	False
pepsin	proteolytic	13	[('proteolytic', 'JJ')]	True	False
cash equivalent	financial	212	[('financial', 'JJ')]	True	False
tomato	american	86	[('american', 'JJ')]	True	False
sodium	small	653	[('small', 'JJ')]	True	False
incandescent lamp	electrical	163	[('electrical', 'JJ')]	True	False
cytokine	environmental	592	[('environmental', 'JJ')]	True	False
deck	structural	156	[('structural', 'JJ')]	True	False
performance	architectural	54	[('architectural', 'JJ')]	True	False
lettuce	tiny	10	[('tiny', 'JJ')]	True	False
india	notable	42	[('notable', 'JJ')]	True	False
mutual fund	financial	212	[('financial', 'JJ')]	True	False
ac3	popular	467	[('popular', 'JJ')]	True	False
judo	japanese	23	[('japanese', 'JJ')]	True	False
mini bar	modern	309	[('modern', 'JJ')]	True	False
thanksgiving	american	86	[('american', 'JJ')]	True	False
petrochemical	heavy	207	[('heavy', 'JJ')]	True	False
scarlet	 red	40	[('red', 'JJ')]	True	False
track	athletic	32	[('athletic', 'JJ')]	True	False
time constraint	institutional	48	[('institutional', 'JJ')]	True	False
biosolid	organic	355	[('organic', 'JJ')]	True	False
bmw	notable	42	[('notable', 'JJ')]	True	False
universal studios	famous	126	[('famous', 'JJ')]	True	False
mayor	 individual	182	[('individual', 'JJ')]	True	False
yoga	recreational	163	[('recreational', 'JJ')]	True	False
tolerance	british	32	[('british', 'JJ')]	True	False
sierra club	national	122	[('national', 'JJ')]	True	False
copper	dietary	96	[('dietary', 'JJ')]	True	False
sulfuric	strong	145	[('strong', 'JJ')]	True	False
genetic	biological	197	[('biological', 'JJ')]	True	False
tsunami	external	443	[('external', 'JJ')]	True	False
age	essential	297	[('essential', 'JJ')]	True	False
hedgehog	small	653	[('small', 'JJ')]	True	False
economic condition	external	443	[('external', 'JJ')]	True	False
neural network	soft	247	[('soft', 'JJ')]	True	False
halogen	suitable	205	[('suitable', 'JJ')]	True	False
uttar pradesh	indian	58	[('indian', 'JJ')]	True	False
advice	legal	102	[('legal', 'JJ')]	True	False
polycystic ovarian syndrome	pathological	80	[('pathological', 'JJ')]	True	False
political	external	443	[('external', 'JJ')]	True	False
wal mart stores inc	big	266	[('big', 'JJ')]	True	False
fumaric acid	unsaturated	28	[('unsaturated', 'JJ')]	True	False
abrasion resistance	physical	686	[('physical', 'JJ')]	True	False
cd roms	removable	34	[('removable', 'JJ')]	True	False
dna	genetic	42	[('genetic', 'JJ')]	True	False
world health organization	international	277	[('international', 'JJ')]	True	False
time management	personal	635	[('personal', 'JJ')]	True	False
light	external	443	[('external', 'JJ')]	True	False
python	modern	309	[('modern', 'JJ')]	True	False
ace inhibitor	pharmacological	36	[('pharmacological', 'JJ')]	True	False
composition	musical	86	[('musical', 'JJ')]	True	False
copying	common	802	[('common', 'JJ')]	True	False
population	macroeconomic	33	[('macroeconomic', 'JJ')]	True	False
proton	elementary	17	[('elementary', 'JJ')]	True	False
rational thinking	 good	40	[('good', 'JJ')]	True	False
conjunction	small	653	[('small', 'JJ')]	True	False
novel	creative	64	[('creative', 'JJ')]	True	False
eurasian watermilfoil	aquatic	90	[('aquatic', 'JJ')]	True	False
bankruptcy	unpleasant	41	[('unpleasant', 'JJ')]	True	False
rosemary	aromatic	59	[('aromatic', 'JJ')]	True	False
direction	climatic	36	[('climatic', 'JJ')]	True	False
disability	exceptional	26	[('exceptional', 'JJ')]	True	False
metal	modern	309	[('modern', 'JJ')]	True	False
light emitting diode	optoelectronic	10	[('optoelectronic', 'JJ')]	True	False
material	variable	52	[('variable', 'JJ')]	True	False
organic acid	antimicrobial	33	[('antimicrobial', 'JJ')]	True	False
climate change	environmental	592	[('environmental', 'JJ')]	True	False
erythropoietin	small	653	[('small', 'JJ')]	True	False
gown	personal	635	[('personal', 'JJ')]	True	False
resilience	physical	686	[('physical', 'JJ')]	True	False
bathroom	sensitive	195	[('sensitive', 'JJ')]	True	False
cardboard	rigid	25	[('rigid', 'JJ')]	True	False
shipping	variable	52	[('variable', 'JJ')]	True	False
social network	large	852	[('large', 'JJ')]	True	False
pinot grigio	white	65	[('white', 'JJ')]	True	False
polyimide resin	organic	355	[('organic', 'JJ')]	True	False
lsh	external	443	[('external', 'JJ')]	True	False
times new roman	clear	23	[('clear', 'JJ')]	True	False
groundwater	sensitive	195	[('sensitive', 'JJ')]	True	False
wind	renewable	60	[('renewable', 'JJ')]	True	False
mp3	illegal	24	[('illegal', 'JJ')]	True	False
dizziness	physical	686	[('physical', 'JJ')]	True	False
ear infection	medical	456	[('medical', 'JJ')]	True	False
version	basic	667	[('basic', 'JJ')]	True	False
table	comfortable	14	[('comfortable', 'JJ')]	True	False
suspension	serious	276	[('serious', 'JJ')]	True	False
oak	common	802	[('common', 'JJ')]	True	False
rash	physical	686	[('physical', 'JJ')]	True	False
rhombus	conventional	429	[('conventional', 'JJ')]	True	False
lake	geographical	32	[('geographical', 'JJ')]	True	False
animal	renewable	60	[('renewable', 'JJ')]	True	False
antioxidant	common	802	[('common', 'JJ')]	True	False
health	voluntary	12	[('voluntary', 'JJ')]	True	False
employment	positive	70	[('positive', 'JJ')]	True	False
hastelloy	exotic	119	[('exotic', 'JJ')]	True	False
bed	soft	247	[('soft', 'JJ')]	True	False
religion	sensitive personal	16	[('sensitive', 'JJ'), ('personal', 'JJ')]	True	False
weight gain	unpleasant	41	[('unpleasant', 'JJ')]	True	False
hepatitis b	infectious	22	[('infectious', 'JJ')]	True	False
lead	nonferrous	11	[('nonferrous', 'JJ')]	True	False
jet fuel	flammable	80	[('flammable', 'JJ')]	True	False
diclofenac	topical	63	[('topical', 'JJ')]	True	False
ceramic	advanced	233	[('advanced', 'JJ')]	True	False
esquire	international	277	[('international', 'JJ')]	True	False
free radical	environmental	592	[('environmental', 'JJ')]	True	False
pdas	modern	309	[('modern', 'JJ')]	True	False
science	social	388	[('social', 'JJ')]	True	False
cigarette smoking	exogenous	40	[('exogenous', 'JJ')]	True	False
shale	natural	709	[('natural', 'JJ')]	True	False
landscaping	physical	686	[('physical', 'JJ')]	True	False
linkedin	typical	82	[('typical', 'JJ')]	True	False
sub saharan africa	geographical	32	[('geographical', 'JJ')]	True	False
oil	extractive	10	[('extractive', 'JJ')]	True	False
poker	large	852	[('large', 'JJ')]	True	False
vogue	high	125	[('high', 'JJ')]	True	False
iron ore	basic	667	[('basic', 'JJ')]	True	False
cd	heavy	207	[('heavy', 'JJ')]	True	False
automotive	economic	142	[('economic', 'JJ')]	True	False
recommendation	interactive	57	[('interactive', 'JJ')]	True	False
hotel	private	142	[('private', 'JJ')]	True	False
soda	unhealthy	32	[('unhealthy', 'JJ')]	True	False
contact information	basic	667	[('basic', 'JJ')]	True	False
tannin	natural	709	[('natural', 'JJ')]	True	False
stainless steel	flexible	48	[('flexible', 'JJ')]	True	False
morphine	injectable	10	[('injectable', 'JJ')]	True	False
sun exposure	environmental	592	[('environmental', 'JJ')]	True	False
zircon	ceramic	25	[('ceramic', 'JJ')]	True	False
masonry	common	802	[('common', 'JJ')]	True	False
commodity	real	43	[('real', 'JJ')]	True	False
stability	physical	686	[('physical', 'JJ')]	True	False
sexual harassment	 widespread	25	[('widespread', 'JJ')]	True	False
plate	surgical	58	[('surgical', 'JJ')]	True	False
shopping	normal	79	[('normal', 'JJ')]	True	False
cisplatin	classical	92	[('classical', 'JJ')]	True	False
billing	administrative	93	[('administrative', 'JJ')]	True	False
low molecular weight heparin	pharmacological	36	[('pharmacological', 'JJ')]	True	False
techno	musical	86	[('musical', 'JJ')]	True	False
land	durable	64	[('durable', 'JJ')]	True	False
embryonic development	biological	197	[('biological', 'JJ')]	True	False
sludge	organic	355	[('organic', 'JJ')]	True	False
endorphin	endogenous	38	[('endogenous', 'JJ')]	True	False
body weight	continuous	45	[('continuous', 'JJ')]	True	False
problem solving	complex	256	[('complex', 'JJ')]	True	False
tremor	clinical	183	[('clinical', 'JJ')]	True	False
sweater	removable	34	[('removable', 'JJ')]	True	False
educational level	potential	99	[('potential', 'JJ')]	True	False
bosch	big	266	[('big', 'JJ')]	True	False
overhead	administrative	93	[('administrative', 'JJ')]	True	False
museum	free	99	[('free', 'JJ')]	True	False
vendor	third	74	[('third', 'JJ')]	True	False
dell	big	266	[('big', 'JJ')]	True	False
horse riding	adventurous	20	[('adventurous', 'JJ')]	True	False
saudi arabia	notable	42	[('notable', 'JJ')]	True	False
bacterium	small	653	[('small', 'JJ')]	True	False
consultancy	technical	122	[('technical', 'JJ')]	True	False
pool	nice	15	[('nice', 'JJ')]	True	False
motor grader	heavy	207	[('heavy', 'JJ')]	True	False
autoimmune disorder	medical	456	[('medical', 'JJ')]	True	False
blanket	personal	635	[('personal', 'JJ')]	True	False
turnip	green	60	[('green', 'JJ')]	True	False
personal computers	 ubiquitous	17	[('ubiquitous', 'JJ')]	True	False
cloud	atmospheric	41	[('atmospheric', 'JJ')]	True	False
legal	corporate	79	[('corporate', 'JJ')]	True	False
united states	industrial	201	[('industrial', 'JJ')]	True	False
iron	transitional	15	[('transitional', 'JJ')]	True	False
nmr spectroscopy	biophysical	17	[('biophysical', 'JJ')]	True	False
muscle ache	physical	686	[('physical', 'JJ')]	True	False
cigarette smoking	environmental	592	[('environmental', 'JJ')]	True	False
outdoor pool	great	178	[('great', 'JJ')]	True	False
fuse	electrical	163	[('electrical', 'JJ')]	True	False
aluminium	recyclable	20	[('recyclable', 'JJ')]	True	False
swine	large	852	[('large', 'JJ')]	True	False
current	local	332	[('local', 'JJ')]	True	False
disposable diaper	integral	11	[('integral', 'JJ')]	True	False
valentine s day	seasonal	75	[('seasonal', 'JJ')]	True	False
ring	sharp	49	[('sharp', 'JJ')]	True	False
bank statement	personal	635	[('personal', 'JJ')]	True	False
solid food	 solid	21	[('solid', 'JJ')]	True	False
toxicology	scientific	55	[('scientific', 'JJ')]	True	False
basketball	competitive	44	[('competitive', 'JJ')]	True	False
mineral oil	common	802	[('common', 'JJ')]	True	False
hydrogen cyanide	hazardous	102	[('hazardous', 'JJ')]	True	False
carpet	suitable	205	[('suitable', 'JJ')]	True	False
volkswagen	large	852	[('large', 'JJ')]	True	False
mobile phone	modern	309	[('modern', 'JJ')]	True	False
restaurant	good	61	[('good', 'JJ')]	True	False
grinder	portable	91	[('portable', 'JJ')]	True	False
bankruptcy proceeding	low	51	[('low', 'JJ')]	True	False
adriamycin	chemotherapeutic	33	[('chemotherapeutic', 'JJ')]	True	False
insect	aquatic	90	[('aquatic', 'JJ')]	True	False
reception	social	388	[('social', 'JJ')]	True	False
correlation	common	802	[('common', 'JJ')]	True	False
brain derived neurotrophic factor	neurotrophic	12	[('neurotrophic', 'JJ')]	True	False
lender	external	443	[('external', 'JJ')]	True	False
property management	ancillary	99	[('ancillary', 'JJ')]	True	False
dairy	protein-rich	19	[('protein-rich', 'JJ')]	True	False
adobe illustrator	graphic	44	[('graphic', 'JJ')]	True	False
tumor size	continuous	45	[('continuous', 'JJ')]	True	False
butyl rubber	synthetic	126	[('synthetic', 'JJ')]	True	False
acrylic	suitable	205	[('suitable', 'JJ')]	True	False
fairness	moral	26	[('moral', 'JJ')]	True	False
social network	social	388	[('social', 'JJ')]	True	False
cell	complex	256	[('complex', 'JJ')]	True	False
property	non financial	19	[('non', 'JJ'), ('financial', 'JJ')]	True	False
collection	negative	109	[('negative', 'JJ')]	True	False
hall	open	86	[('open', 'JJ')]	True	False
growth factor	soluble	36	[('soluble', 'JJ')]	True	False
arizona	western	106	[('western', 'JJ')]	True	False
marigold	aromatic	59	[('aromatic', 'JJ')]	True	False
vincristine	chemotherapeutic	33	[('chemotherapeutic', 'JJ')]	True	False
sycamore	deciduous	23	[('deciduous', 'JJ')]	True	False
woman	vulnerable	45	[('vulnerable', 'JJ')]	True	False
resveratrol	dietary	96	[('dietary', 'JJ')]	True	False
e cadherin	epithelial	10	[('epithelial', 'JJ')]	True	False
thf	aprotic	19	[('aprotic', 'JJ')]	True	False
newspaper	contemporary	73	[('contemporary', 'JJ')]	True	False
precision	traditional	682	[('traditional', 'JJ')]	True	False
transport	basic	667	[('basic', 'JJ')]	True	False
full name	detailed	63	[('detailed', 'JJ')]	True	False
siding	compatible	24	[('compatible', 'JJ')]	True	False
slot	popular	467	[('popular', 'JJ')]	True	False
chronic inflammation	non traditional	13	[('non', 'JJ'), ('traditional', 'JJ')]	True	False
customer satisfaction	non financial	19	[('non', 'JJ'), ('financial', 'JJ')]	True	False
bird	large	852	[('large', 'JJ')]	True	False
high temperature	abiotic	71	[('abiotic', 'JJ')]	True	False
singapore	open	86	[('open', 'JJ')]	True	False
rock	contemporary	73	[('contemporary', 'JJ')]	True	False
pleasure	strong	145	[('strong', 'JJ')]	True	False
mineral	functional	143	[('functional', 'JJ')]	True	False
maternal	critical	172	[('critical', 'JJ')]	True	False
blackjack	innovative	31	[('innovative', 'JJ')]	True	False
ciprofloxacin	antimicrobial	33	[('antimicrobial', 'JJ')]	True	False
microwave	personal	635	[('personal', 'JJ')]	True	False
marble	rich	58	[('rich', 'JJ')]	True	False
glove	suitable	205	[('suitable', 'JJ')]	True	False
parking lot	common	802	[('common', 'JJ')]	True	False
tcp	conventional	429	[('conventional', 'JJ')]	True	False
cot	optional	126	[('optional', 'JJ')]	True	False
united nations	political	40	[('political', 'JJ')]	True	False
overdose	serious	276	[('serious', 'JJ')]	True	False
thomas edison	great	178	[('great', 'JJ')]	True	False
hunger	physical	686	[('physical', 'JJ')]	True	False
tumor grade	clinical	183	[('clinical', 'JJ')]	True	False
relaxation training	behavioral	65	[('behavioral', 'JJ')]	True	False
nutrition	healthy	115	[('healthy', 'JJ')]	True	False
inflammation	biochemical	41	[('biochemical', 'JJ')]	True	False
fish oil	dietary	96	[('dietary', 'JJ')]	True	False
fete	local	332	[('local', 'JJ')]	True	False
new york times	large	852	[('large', 'JJ')]	True	False
ceramic	structural	156	[('structural', 'JJ')]	True	False
milk	organic	355	[('organic', 'JJ')]	True	False
salmon	large	852	[('large', 'JJ')]	True	False
trade union	third	74	[('third', 'JJ')]	True	False
google	famous	126	[('famous', 'JJ')]	True	False
dispersant	common	802	[('common', 'JJ')]	True	False
economic	exogenous	40	[('exogenous', 'JJ')]	True	False
plasticizer	suitable	205	[('suitable', 'JJ')]	True	False
aileron	mechanical	187	[('mechanical', 'JJ')]	True	False
resource	environmental	592	[('environmental', 'JJ')]	True	False
soccer	regular	82	[('regular', 'JJ')]	True	False
perth	australian	18	[('australian', 'JJ')]	True	False
drape	flammable	80	[('flammable', 'JJ')]	True	False
exercise	daily	99	[('daily', 'JJ')]	True	False
coca cola	big	266	[('big', 'JJ')]	True	False
newspaper	regular	82	[('regular', 'JJ')]	True	False
theft	social	388	[('social', 'JJ')]	True	False
conductivity	abiotic	71	[('abiotic', 'JJ')]	True	False
washing machine	domestic	82	[('domestic', 'JJ')]	True	False
number	mathematical	54	[('mathematical', 'JJ')]	True	False
sunshine	climatic	36	[('climatic', 'JJ')]	True	False
cirrhosis	serious	276	[('serious', 'JJ')]	True	False
water pump	ancillary	99	[('ancillary', 'JJ')]	True	False
pulse rate	clinical	183	[('clinical', 'JJ')]	True	False
painting	traditional	682	[('traditional', 'JJ')]	True	False
absenteeism	behavioral	65	[('behavioral', 'JJ')]	True	False
snow	difficult	49	[('difficult', 'JJ')]	True	False
omega 3	nutritional	48	[('nutritional', 'JJ')]	True	False
si	elementary	17	[('elementary', 'JJ')]	True	False
car payment	tangible	53	[('tangible', 'JJ')]	True	False
belgian pralines	 different	40	[('different', 'JJ')]	True	False
market share	influential	23	[('influential', 'JJ')]	True	False
dl	 metric	44	[('metric', 'JJ')]	True	False
ng	 metric	44	[('metric', 'JJ')]	True	False
social	geopolitical	12	[('geopolitical', 'JJ')]	True	False
differentiation	biological	197	[('biological', 'JJ')]	True	False
wealth	social	388	[('social', 'JJ')]	True	False
png	common	802	[('common', 'JJ')]	True	False
rats	 nocturnal	48	[('nocturnal', 'JJ')]	True	False
plier	common	802	[('common', 'JJ')]	True	False
wine	 red	40	[('red', 'JJ')]	True	False
model	basic	667	[('basic', 'JJ')]	True	False
polyethylene terephthalate	thermoplastic	33	[('thermoplastic', 'JJ')]	True	False
cooking utensil	combustible	79	[('combustible', 'JJ')]	True	False
camembert	soft	247	[('soft', 'JJ')]	True	False
healthy diet	positive	70	[('positive', 'JJ')]	True	False
lima	large	852	[('large', 'JJ')]	True	False
bonus	extrinsic	42	[('extrinsic', 'JJ')]	True	False
fruit	fibrous	31	[('fibrous', 'JJ')]	True	False
hematoma	local	332	[('local', 'JJ')]	True	False
zonealarm	personal	635	[('personal', 'JJ')]	True	False
cell	biological	197	[('biological', 'JJ')]	True	False
lyme disease	viral	54	[('viral', 'JJ')]	True	False
azalea	seasonal	75	[('seasonal', 'JJ')]	True	False
alpha lipoic acid	dietary	96	[('dietary', 'JJ')]	True	False
database	critical	172	[('critical', 'JJ')]	True	False
urbanization	fundamental	87	[('fundamental', 'JJ')]	True	False
force	physical	686	[('physical', 'JJ')]	True	False
cyclamate	artificial	61	[('artificial', 'JJ')]	True	False
masturbation	sexual	11	[('sexual', 'JJ')]	True	False
tiredness	physical	686	[('physical', 'JJ')]	True	False
wolverine	large	852	[('large', 'JJ')]	True	False
skating	recreational	163	[('recreational', 'JJ')]	True	False
richmond	southern	60	[('southern', 'JJ')]	True	False
hamstring	large	852	[('large', 'JJ')]	True	False
lions	professional	165	[('professional', 'JJ')]	True	False
general motors	large	852	[('large', 'JJ')]	True	False
cultural tradition	local	332	[('local', 'JJ')]	True	False
benchmarking	technical	122	[('technical', 'JJ')]	True	False
internet explorer	popular	467	[('popular', 'JJ')]	True	False
painting	manual	11	[('manual', 'JJ')]	True	False
snapshot	advanced	233	[('advanced', 'JJ')]	True	False
t shirt	suitable	205	[('suitable', 'JJ')]	True	False
stone	natural	709	[('natural', 'JJ')]	True	False
saving	personal	635	[('personal', 'JJ')]	True	False
sql	conventional	429	[('conventional', 'JJ')]	True	False
sawing	basic	667	[('basic', 'JJ')]	True	False
hunting	illegal	24	[('illegal', 'JJ')]	True	False
viral infection	external	443	[('external', 'JJ')]	True	False
sunlight	white	65	[('white', 'JJ')]	True	False
polysaccharide	complex	256	[('complex', 'JJ')]	True	False
tempo	musical	86	[('musical', 'JJ')]	True	False
freedom	western	106	[('western', 'JJ')]	True	False
private equity fund	private	142	[('private', 'JJ')]	True	False
irritation	cutaneous	10	[('cutaneous', 'JJ')]	True	False
rehabilitation	ancillary	99	[('ancillary', 'JJ')]	True	False
travel	daily	99	[('daily', 'JJ')]	True	False
recession	unfavorable	11	[('unfavorable', 'JJ')]	True	False
sanitation	municipal	17	[('municipal', 'JJ')]	True	False
coronary artery disease	pathological	80	[('pathological', 'JJ')]	True	False
lighting	small	653	[('small', 'JJ')]	True	False
marital status	sociodemographic	28	[('sociodemographic', 'JJ')]	True	False
arbor	strong	145	[('strong', 'JJ')]	True	False
restaurant	full	12	[('full', 'JJ')]	True	False
