animals	animal species,megaherbivores,wide ranging benthivores,large bodied taxa
pubs	boston s finest irish pub,liquor store,lounge bar,bar
railings	nonrigid railing,non rigid railing,metal fence,fence,part of the scaffold,heavy duty fencing,guardrail system,wooden fence type,support structure
used for dancing	dancing related field,dancing style,ballroom,ballroom dance,dance,aspect of dance,dance style
used for drinking	pub supply alcoholic beverage,drinking vessel,drink,drinking beverage
used for separates	paige use fine material,sewing material,basic sewing equipment,pre wash precut fabric,women s clothe,sewn part of the garment,shampoo away external barrier,soft furnishing,household furnishing,absorbent household material
have pool tables	offer clubhouse amenity,private place,large indoor area,hotel s recreational facility,indoor facility,large public place,spacious common area
finance	personal finance,financial practice,trade finance technique,financing,consumer finance topic
financiers	private investor,portfolio lender,external investor,group international investment banker,investment banker,large institutional trader,investment manager,large investor,institutional investor
located in country clubs	offer clubhouse amenity,intimate venue,private place,private club,private room,hotel accommodation offer facility,private setting,hotel amenity,private space
used for banking services	banking service,personal banking service,informal banking service,banking product,large bank,automated banking machine,retail banking product,bank account,traditional banking activity
used for bankings	large bank,banking service,traditional banking activity,banking product,informal banking service,bank,traditional non trading banking activity,automated banking machine,personal banking service
used for loans	money financial loan,money loan,cash financial loan,loan source
initiatings	positive initiation,introduction,central event
religious ceremony	religious ritual,christian ritual,religious initiatory ritual,traditional ceremony,rite,religious activity,rituals,religious practice
sacrament	christian sacrament,sacramental,sacramental act,extra sacramental penitential work,religious ceremony,temporal blessing,annunciation,religious initiatory ritual,religious ritual
failure	partial failure,soft failure,device failure,planning failure,failure scenario,critical failure,equipment failure,mechanical failure
insolvencies	financial hardship,corporate failure,civil infraction
proceeding	legal proceeding,court proceeding,administrative proceeding,dispute resolution proceeding
solutions	so called solution,initial solution,basic solution,simple solution
dinner parties	dinner show,informal banquet,party event,family party,formal party
dinner	meal,festive meal,dinner party staple,dinner show,dinner option,light lunch,gourmet meal
meals	dinner,festive meal,light meal,partial meal,complete meal
charts	chart pattern,chart type,chart element,chart layout,basic chart type,visual long term mapping chart,allographs,map
magnets	permanent magnet,hard magnet,rare earth magnet,rare earth transition metal alloy magnet,rare earth permanent magnet,magnetic element,magnetic substance
located in hotels	standard hotel convenience,hotel accommodation offer facility,hotel amenity,guest room amenity,customary hotel service,hotel service
located in trains	mean of public transport,passenger baggage,railway equipment
located in meadows	green vegetation,moist grassy habitat,greenery,form of vegetation,vegetative forage,type of vegetation,herbaceous vegetation,emergent vegetation,herbaceous emergent vegetation
located in forests	feature natural wood characteristic,dead vegetation,forest characteristic,forest type,form of vegetation,forest resource,woody vegetation
capable of delight	enjoy amenity,enjoy attraction,active form of amusement
capable of flies	flying types,fly,flying animal,flying object,flying vertebrate,flying insect,giant flightless form,flightless specie,non flying bird
created by cocoons	attracting insect,nesting material,small soft bodied insect,vermin,wood destroying insect,soft bodied insect,small furry,soft fluffy bedding
insects	insect larva,common insect,homopteran insect,insect pest,hymenopteran insect,live insect,primitive insect,crawling insect
lepidopterans	coleoptera,dipterans,hymenopteran insect
located in air	atmospheric component,air characteristic,minor atmospheric component,atmospheric constituent,large airborne particle,light absorbing aerosol,aerosol can,airborne particle,air parameter
have wings	flying types,flying animal,fly,non flying bird,flying vertebrate,giant flightless form,flying object
prescription drugs	prescription medication,prescription medicine,anticoagulant prescription drug,prescription based medication,prescription pain medication,non-prescription medication,u s prescription medication,prescription painkiller
sedative	sedative agent,mild sedative,oral analgesic,vasoactive substance,analgesic,traditional anticoagulant
wrestlers	british wrestler,wrestling star,punchcutters,boxer,ninja artist,classic boxer,fighter,wwe superstar
household appliances	standard kitchen equipment,commercial kitchen equipment,modern household appliance,kitchen equipment,kitchen appliance,domestic appliance,domestic heating appliance,standard kitchen appliance,household equipment
kitchen tools	kitchen equipment,commercial kitchen equipment,kitchen utensil,standard kitchen equipment,basic kitchen utensil,kitchen gadget,kitchenware,household utensil
condiments	basic condiment,high fat condiment,antioxidant food,flavourings,aphrodisiac food,food mixture,flavored food,anti inflammatory food,flavor enhancers
sauces	thick sauce,spicy sauce,hot sauce,cooking condiment,condiment,chili topping
capable of cook food	cooking food,cooking facility,kitchen facility,craftworkers,large volume cooking equipment,clean kitchen equipment,large-volume cooking equipment,conveniently steam food
cooking	simple cooking,type of cooking,high temperature cooking,cooking technique,cooking practice,high heat cooking,cooking method,cooking food,method of cooking
cookouts	beef roast,roast,meat dish,grilled meat dish,form of french cooking
dishs	combination dish,nowadays dish,simple dish,typical dish,characteristic dish,traditional dish
located in retail stores	in store service,retail merchandise,retail equipment,retail product,modern retail format,large retail format
racks	storage rack,rack system,rack component
used for cook food	large volume cooking equipment,cooking facility,large-volume cooking equipment
used for cook meat	method of cooking,cooking facility,cooking equipment,large volume cooking equipment,type of cooking,large-volume cooking equipment,cooking vessel,oven,cooking device,end cookware
used for cooking food	method of cooking,cooking equipment,large-volume cooking equipment,large volume cooking equipment,cooking facility,type of cooking,cooking vessel
used for cooks	method of cooking,end cookware,large volume cooking equipment,large-volume cooking equipment,kitchen equipment,cooking equipment,type of cooking
used for dinner	dining venue,dining establishment,dinner,dinner party staple,dinner option,fancy food
used for families	family activity,personal use home,secondary home,family friendly amenity,household
used for grill food	cooking equipment,cooking facility,grilling product,large volume cooking equipment,large-volume cooking equipment
used for holidays	holiday attraction,holiday,holiday component,host special event,vacation style amenity
roasting	cooking,high temperature cooking,high heat cooking,type of cooking,cooking food,simple cooking,skewered style cooking,burning wood,cooking acidic food
wire	metal wire,metallic wire,thermocouple wire,malleable wire,ground wire,wire part,large wire,wire product
weight	body weight,weight item,free weight,font weight,mass,weighting factor,traditional weighting model,structural load,size
hairdressers	tradespeople,extraction craft worker,craftworkers,skilled trade worker,health industry worker,eye care professional,craft worker,personal appearance worker,professional designer,industrial worker
owls	large owl,hawk,woodpecker,raptors
birds of prey	bird species,ground bird,avian bird,ground feeding bird,migratory bird
shoppers	retail customer,commercial customer,small commercial customer,seller,tradespeople,small customer,large volume buyer,holidaymakers,vendor
purchases	marketplace purchase,equipment purchase,purchase supply,routine purchase,everyday purchase,capital purchase
negotiation	negotiation system,form of dispute resolution,dispute resolution,emotional negotiation technique,agreement,dispute resolution process
brass instruments	low brass instrument,woodwind instrument,percussion instrument,wind instrument,keyboard percussion instrument,low wind instrument,musical instrument
brass	brass instrument,low brass instrument,woodwind instrument,high quality woodwind instrument,woodwind,tm 2 s traditional percussion instrument,percussion instrument,traditional neapolitan instrument
located in cases	case tool,case piece,handmade instrument,hand held instrument,popular use case,case type,over the counter instrument,valuable instrument,instruments
used for blowing	blowing agent,wind instrument,resonating instrument,liquid blowing agent,low wind instrument,hand held instrument,instruments,gaseous blowing agent,loud instrument,handmade instrument
used for smooth jazz	mixed instruments,form of music,lower pitched orchestral instrument,combined percussion
electrolytes	essential electrolyte,strong electrolyte,hardness ion free electrolyte,weak electrolyte
enema	oral rehydration solution,inhalation anaesthetic,local anaesthetic,inhalation anesthetic,anaesthetic,inhalant anesthetic,topical anaesthetic,intravenous anaesthetic,injectable anaesthetic
shrubs	flowering shrub,spring-blooming shrub,spring-flowering shrub,spring blooming shrub,summer blooming shrub,herbaceous plant,summer flowering shrub,spring flowering shrub
covering	protective covering,animal covering,cover,extensive covering,cover material,protective layer
cries	noise,high pitched sound,involuntary sound,loud noise,spurious noise,loud sound,percussive sound,nonvocal sound,unusual noise,sound
part of branchs	branch,part of the tree,node
part of roots	part of a plant,part of plant,part of the plant,plant part
part of trees	part of the tree,tree characteristic,tree feature,part of plant,trunk,part of a plant
part of trunks	trunk,part of the tree,attached structure
sailing vessels	boat,yacht,sailing instrument
beetles	bark beetle,common bark beetle,carnivorous beetle,insect larva,crawling insect,homopteran insect,common insect,hymenopteran insect
promoters	co promoters,producer organization,metal promoter,confounders,corporate indicaters,potential confounders,distributor
barley	cereal grain,grain crop,wheat variety,grain flour,grain cereal,common grain,wheat product
cereal grain	grain cereal,commercially important cereal grain,whole grain cereal,coarse cereal,small grain cereal,whole-grain cereal
cereals	whole-grain cereal,whole grain cereal,single grain cereal,coarse cereal,grain cereal
swallows	drink,intake food,eating fruit,drinking drink,long drink,consuming food,nibble,ingestion,sip fluid
farm buildings	agricultural building,non residential farm building,commercial ranch building,outbuilding,historic outbuilding
used for cows	livestock product,part of a cattle,large livestock,livestock practice,domestic livestock,dairy,domesticated livestock
pilots	expert pilot,american pilot,escort pilot,flying types,compassionate ground operator,navigator,small aircraft,aircraft,rotorcraft
pressure gauges	pressure measuring device,appliance thermometer,barometer
tmospheric pressure	anthropogenic pressure,dynamic pressure,non climatic pressure,external pressure,global pressure,target pressure
aristocrats	royalty,hierarchic aristocracy,prominent family,wealthy family,classiers,monarch,non titleholders,distinguished personage
businessmans	business owner,financier,industrialist,successful businessman,financial buyer,tycoon,financial player,business entrepreneur
classical music	modern music,orchestral and chamber music,music,musical work,traditional music form,non orchestral setting,popular music
artistic style	artistic form,artistic technique,distinct style,artistic sub modes,traditional artistic strategy,artistic concept
grapes	red grape,white grape,grape variety,international grape variety
lodgings	type of lodging,accommodation,good lodging
dams	flood control structure,flood retention structure,flood defense installation,irrigation system,reservoir,overwater structure,position irrigation system,earth embankment
language	gestural language,human language,asynchronous language,world language,established language,modern language,minor language
storage devices	storage apparatus,easily movable storage equipment,modern storage device,portable storage,storage item,storage unit,external storage device,secondary storage device
tubes	gas filled tube,plastic tube,pipe,tubular structures
cylinders	small cylinder,cylindrical design,small diameter cylindrical surface,cylindrical structure,cubic unit,gas filled tube
volcanic rocks	igneous rock,extrusive igneous rock,intrusive igneous rock,permian plume related rock,foliated metamorphic rock,metamorphic rock,basaltic shergottites
blocking	blocking device,barrier technique,sometimes obstruction,natural obstruction,obstruction,barrier method,barrier protection,practical barrier
obstacles	literal obstacle,physical obstacle,hidden obstacle,potential obstacle,natural obstacle,unnatural obstacle,site obstacle,artificial obstacle
ejections	interjection,personnel action,termination,omission,withdrawal
solicitors	lawyer,legal professional,professional attorney,attorney legal service,reinsurers,plaintiff attorney,constitutional lawyer,court filer
capable of mix drinks	pub supply alcoholic beverage,mcdonald s offer beverage,mixers,elite mixer,gourmet coffee drinker,hotel staff,brewer,professionals,tradespeople
employees	non employees,professional personnel,professional staff,front office staff,professional employee,key personnel,salaried employee
exchanges	exchange transaction,traditional exchange,organized exchange,exchange related transaction,exchange property,private exchange,trade off
fermions	composite fermion,bosons,electronegative atom,heavy charged particle,non charged particle
hadrons	bosons,retroposons,fermions,atomic particle,nanocarriers,heavy nucleus
metabolism	metabolic activity,metabolic pathway,metabolic process,basic metabolic function
hydrogen bonding	chemical bonding feature,alternate hydrogen bonding pattern,non-covalent interaction,noncovalent interaction,non covalent interaction,chemical interaction,coupling reaction,covalent bond
used for play games	play area,public play area,play typical playground game,entertaining area,spacious common area,gaming table,indoor or outdoor surface,play center,large indoor area,play classic game
merican tradition	coastal culture,local tradition,traditional culture,tribal tradition,centuries old tradition,western tradition,cultural tradition,north american culture,indonesian culture,native american culture
has stitchs	small leather good,basic crochet stitch,fresh cut item,stitched clothe,basic stitch,ready made fabric item,traditional stitch,delicate and perishable item
balls	sport ball,game ball,hard ball
used for pitching	cricket equipment,hard ball,pitch,pitcher,batter,sport ball,ball striking device,inflatable sport ball
orb	spherical object,celestial object,bright object,non spherical object
outdoor sports	recreational sport,outdoor winter sport,active sport,intense sport
used for excitement	fun filled activity,popular amusement,offer diversion,active form of amusement,fun activity,fun,thrilling activity,fun event,round recreational activity
have diamonds	fancy color diamond,colored diamond,jewellery item,beautiful jewelry,coloured diamond,personalized jewelry item,replica jewelry
nucleotides	polynucleotides,extracellular nucleotides,extracellular nucleotide,oligonucleotide
interest rates	market rate,benchmark interest rate,periodic interest rate,bank rate,consumer loan rate,contract rate,asset price,dollar based commodity price,factor price
ballplayers	batter,punchcutters,potential keyplayers,pitcher,legitimate shortstop,baseball figure,baseball great,player,red sock player
bottoms	hard bottom,sloping surface,top,bottom feature,upright surface,part of the skateboard deck
flanks	side,back,front,rear part,midline structure,extremity,manipulation chest wall,edge,body surface,edge center
ingredients	food ingredient,local ingredient,simple ingredient,common ingredient,household ingredient
locations	physical location,geographic location,geographical location,prime location,real world location,recognizable location,pre identified location,locality
military installation	military facility,military site,military base,military building,part of fort lawton
part of boxs	boxes,middleboxes,set top boxes,large boxes,removable part,cylindrical item,low wooden box,crate boxes,specialty boxes,lid feature
part of lamps	part of the light,lighting,simple lighting part,lighting fixture,illumination source
part of transistors	transistor architecture,transistor,output transistor,circuit component,type transistor,circuit element,grounded emitter transistor circuit,semiconductor part
websites	online site,internet website,internet site,website platform
bats	sometimes bat,chewing insect,nocturnal insect
capable of hurt	nonphysical form of harm,physical harm,kind of harm,severe contact,sharps,harm,touch enable thin metal object
used for kill	method of killing,sharp weapon,blunt weapon,lethal weapon,dedicated weapon,conventional weapon
caps	tapered cap,post cap,helmet,hat,fashion hat accessory,head item
hats	fashion hat accessory,helmet,custom helmet
trading cards	mini cards,card accessory,card game,rare card,card,expansion card,traditional card game
sports events	sporting activity,sporting event,athletic event,international sport event,national and international sport event
capable of pitch	batter,pitcher,play typical playground game,pitch,referee indoor and outdoor game,baseball great
capable of throws	overhand athlete,athletic,playing sport,sport person,referee indoor and outdoor game,sport object,perform high speed stunt,hunt smaller animal
located in ballparks	ballpark,cricket equipment,sporting equipment,baseball ticket,turf area,baseball figure,batter,baseball great
located in plates	unevenly shaped food,evenly shaped food,meal sized portion,light porous food,type of food,basic food item,common food item,food item,large food item
sports teams	athletic team,professional sport team,team,professional team,club team,strong team,real world team,sport club
teams	cross functional team,multi agency team,functional team,strong team,sport team,key team,supporting team
commodities	single commodity,goods,high value goods,non produced asset,physical commodity,high value commodity,common goods
computer language	data parallel language,dynamically typed language,high level datum parallel language
floors	resilient floor,floor surface,floor type,smooth floor,hardwood floor,absorbent floor,hard surface floor,stone floor,hard floor
located in cellars	built in storage,built in storage facility,external storage medium,enclosed storage area,storage medium,outdoor storage receptacle,modern storage medium
rooms	functional room,principal room,room facility
molding	molding technique,molding material,molding method,conventional molding technique,liquid molding technique,molding process,wall forming technique,molding step,structural technique
standards	absolute standard,minimum standard,quality standard,established standard,technical standard
scripting language	high level scripting language,simple scripting language,dynamically typed language,strongly typed language,datum processing language,compiled language scripting,computer language
assumptions	physical assumption,model assumption,actuarial assumption,iot assumption,standard assumption,key assumption,conventional assumption
liquid solutions	water based liquid,chemical solution,isotonic solution,suitable liquid,pure solution,aqueous solution,pseudoplastic liquid,aqueous liquid,chemical liquid,liquid
military training	training operation,training,training activity,mandatory training
bombs	specialised bomb,explosive weapon,high explosive,hand grenade,explosive item,conventional explosive,conventional military explosive,high velocity projectile
used for baseball	ballpark,cricket equipment,hard ball,baseball figure,sport ball,baseball great,baseball ticket,game ball,ball game,turf area
clubs	esteemed club,prominent club,prestigious club,big club,local club,local hoboken social club,scotland s club,voluntary club,english club
fatty tissue	mucosal tissue,oxidative tissue,keratin rich tissue,fibrous tissue,keratinous tissue,cartilaginous tissue,steroidogenic tissue,metabolically inert tissue,anisotropic tissue,cellulosic fibrous structure
located in caves	underground cave,subterranean resource,cave,cave feature,subterranean environment,cave formation,idevice,subterranean well,tennessee cave,cavern
nocturnal animals	nocturnal creature,arboreal mammalian folivores,north america larger canivores,nocturnal predator,megaherbivores,herbivorous mammal
placental mammals	non mammals,arboreal mammalian folivores,terrestrial mammal,native mammal,amniotes,adult mammal
small mammals	non mammals,common mammal,medium sized mammal,terrestrial mammal,herbivorous mammal,mammal,native mammal,arboreal mammalian folivores
used for swingings	sport object,bladed instrument,ball striking device,handtools,athletic equipment,sport equipment
cannons	smoothbore cannon,caliber gun,hammerless gun
part of coordinate systems	coordinate system,coordinate method,suitable coordinate system,geometric information,spatial datum,geometric proximity graph,cartographic element
part of explanations	explanation,simple explanation,potential explanation,aspect of semantic interpretation
located in kitchens	kitchen item,kitchen equipment,kitchenware,multiuse kitchenware,end cookware,kitchen product
used for buying	everyday purchase,high priced goods,routine purchase,high value goods,type of merchandise,retail merchandise,buy,in store service,cheap second hand goods,shopping option
used for carryings	carryout item,luggage,heavy item,boat s heavy item,transport accessory,hang heavy item,large or heavy item
used for kittens	infant equipment,baby room,baby furniture,nursery item
used for storings	built in storage,built in storage facility,store smaller item,portable storage
used for yarn	yarn,craft textile material,cotton yarn,raw textile fiber,spinning machinery,textile fiber,textile product,textile material,man made fiber,domestic textile
coachs	well known coach,overseas coach,coachbuilder,coach feature,trainer,legendary coach,driver
coachings	coaching technique,professional development activity,training,social skill training
located in use	built in high quality material,built in,high use area,nowadays many public environment,built in sort,indoor location
used for basketball	hard ball,basketball skill,sporting equipment,athletic facility,sport ball,indoor or outdoor surface,play center,outdoor athletic area,play area,fundamental basketball skill
used for dunkings	splash area,in pool feature,round cornered irregular swimming pool,pool equipment,pool element,water sport facility
used for exercises	form of exercise,type of exercise,common exercise,mode of exercise,light exercise,basic and regular exercise,hard exercise,basic exercise,ab exercise
have net	high level net,round cornered irregular swimming pool,skimmer basket trap larger material,in pool feature,inflatable game,featuring play starter,conventional inflatable sport ball,play typical playground game,good sport facility,inflatable sport ball
court shoes	shoe,sport shoe,full coverage shoe,footwear,camp shoe,casual shoe,sport footwear
erobic exercises	compound exercise,advanced exercise,non-impact exercise,callisthenic exercise,standard exercise
punctureds	puncture wound,sharp or breakable object,sharp object,hard or sharp object,sharp metal object
team games	team competition,competitive game,team event,physical game,sports style game,differential game,multi state game,sidegames,team sport
used for passing	ball striking device,in game goal,sport object,basketball skill,hitting obstacle,sport ball,game ball
used for throws	hard ball,ball striking device,sport ball,sport object,sporting equipment,conventional inflatable sport ball,inflatable sport ball,athletic equipment
le	hap,toissues,vle,sus
freshwater fish	warmwater fish,coldwater fish,deep-water fish,deep water fish,fresh water fish,saltwater fish,anadromous fish,diadromous fish,wild fish
located in jazz bands	mixed instruments,band instrument,musical instrument,playing characteristic,music instrument,orchestral instrument,solo instrument
located in quartets	stringed musical instrument,bowed string instrument,string instrument,music instrument,stringed instrument,solo instrument,musical instrument,musical item,common stringed instrument
located in rivers	in stream structure,natural in stream feature,aquatic resource,aquatic life,freshwater resource,aquatic species,open water
perchs	wildfowl,waterfowl,wild waterfowl
sound	natural sound,nonvocal sound,external sound,unusual sound
used for eats	large food,meal sized portion,type of food,large food item,ready-to-eat food,limited service eating place,evenly shaped food,round food,messy food,complete and balanced food
used for nourishment	nourishing food,food source,human food,living food,season liquid food,mucus producing food,animal source food,hydrating food,supplemental food,plant based diet
leucocytes	white blood cell,hematopoietic cell,nonimmune cell,bm derived cell,nonhepatic cell,human macrophage cell line,myeloid cell
leukocytes	human macrophage cell line,liver derived cell line,white blood cell,bone marrow derived stem cell,human cell line
dogs	wild dog,white dog,dog breed,small dog breed,small breed dog
hounds	wild dog,scent hound,dog,white dog,dog breed,pack animal
located in orchestras	orchestral instrument,lower pitched orchestral instrument,mixed instruments
used for orchestras	orchestral instrument,lower pitched orchestral instrument,music instrument,musical instrument,mixed instruments,elaborate and distinctive musical instrument,band instrument,traditional musical instrument
wind instruments	low wind instrument,woodwind instrument,music instrument
woodwinds	woodwind instrument,high quality woodwind instrument,wind instrument,brass instrument,low wind instrument,bowed string instrument,reed instrument,low brass instrument
natural fiber	natural fiber material,unusual fiber,natural hard fiber,organic fiber,synthetic fiber,man-made fiber,plant based natural fiber,high strength fiber
offsprings	child,young child,young animal,descendent,small child,extended family member
variation	topological change,subject variability,rearrangement,subtle change,change,admixture,natural fluctuation,irregularity
part of roasting	cooking,type of cooking,high temperature cooking,simple cooking,high heat cooking,cooking practice,cooking method,heating foods
cause clean skin	remedy digestive problem,wash hard surface,apply absorbent material
reads	reading,simple reading task,pre writing activity,oral reading strategy
washings	cleaning activity,cleaning task,extensive cleaning,cleaning method
diversion	offer diversion,fun event,active form of amusement,fun filled activity,kind of entertainment,popular amusement
used for bubble baths	bath supply,bath essential,bath component,bath product
used for cleanliness	basic bath amenity,basic bath essential,personal hygiene,complimentary bathroom amenity,bathroom supply
used for pleasure	pleasurable activity,worldly pleasure,simple pleasure,enjoyable activity,pleasure,countless leisure activity,common recreational activity,passive recreational activity,leisure activity,costly entertainment
used for relaxation	relaxing activity,relaxation activity,relaxation practice,relaxation exercise,relaxation skill,relaxation facility,relaxing exercise,practice relaxation technique,daily relaxation technique,inactive leisure activity
used for washings	washing facility,laundry supply,laundry equipment,dirty laundry,bath supply,toileting equipment,wash small item,bathroom supply,bath component,washable item
cause cleanliness	clean activity,wash small item,cleaning activity,remedy digestive problem
cause cleans	clean activity,wash small item,cleaning task,cleaning activity
cause nudity	explicit sexual activity,sexual activity,leisure clothe,risky sexual behavior,casual leisure activity,sexual behavior,sexual act,bring outdoor possession,pampering,bdsm activity
cause wet skin	wash hard surface,apply absorbent material,wetted clothing,impact fitness activity
executions	brutal killing,physical punishment,severe punishment
located in hotel rooms	standard hotel convenience,hotel accommodation offer facility,guest room amenity,hotel amenity,customary hotel service,hotel service
part of homers	poem,ancient poem,epic poem,well known poem
swimming pools	round cornered irregular swimming pool,water sport facility,aquatic facility,splash area,private recreation facility,recreational water,natural aquatic system
used for cleaning	cleaning medium,cleaning equipment,cleaning surface
used for fill	fill material,loose fill,natural filling,loose fill material
shampoos	gentle shampoo,mild shampoo,sporicidal shampoo
swimming	non swimming activity,exhilarating water sport,water sport activity,aquatic sport,recreational water sport,swimming stroke,regular water sport,water sport,water exercise
located in convenience stores	convenience store item,japanese convenience store goods,offer fluid,built in convenience feature,bathroom supply,store disinfectant,toileting equipment,local convenience,indoor source,plumbing service
located in flats	in house department,indoor furniture,occasional furniture,in room amenity,2 free standing furniture,built in storage,soft or safe floor,household furniture
located in libraries	part of a library,library equipment,library material,library resource,low level library,library,third party library,store important document,reading material,public domain library
located in public buildings	part of a building,public room,public or semi public building,public or semi-public building,uncarpeted first floor area,public building,air conditioned area
located in public places	public room,public place,public setting,public venue
located in race tracks	street race game,nascar driver,casino equipment,motorsport record,car race,track type vehicle
located in rest areas	in room amenity,in hospital item,standard hotel convenience,comfort oriented feature,offer visiting companionship,comfort feature,comfort object,sitting device,patient support surface
located in showrooms	retail equipment,display apparatuses,deluxe equipment
located near bedrooms	bedroom furniture,on trend bedroom furniture item,occasional furniture,light furniture,in house department,living room furniture item,in room amenity,matching furniture
part of dwellings	living area,multi-family dwelling,non private dwelling,multi family dwelling,common living area
restrooms	public room,room facility,sanitary facility,unused treatment unit,bathroom supply,clean food preparation area,air conditioned area,indoor area,non essential room
used for grooming	grooming item,grooming aid,pampering,hair grooming practice
used for peeings	wet room,bath supply,offer fluid,toileting equipment,bathroom supply,bath essential
have plumbing	built in high quality material,built in,built in sort,featuring major appliance,nowadays many public environment,built in utility,non air conditioned facility,public and private building
have sinks	kitchen facility,clean food preparation area,featuring major appliance,sink,natural sink,store cleaning equipment,heavy food service area,laundry facility
rods	shaft,coil,threaded mud motor shaft
staff	pointed tool,hinged tool,polearm,shaft,bladed instrument,utensil,traditional tool,long-handled tool
sticks	sharp stick,vegetable stick,spinblockers,pointed tool,bladed instrument,pointed prop,blunt end tool
maps	topographic map,large scale map,simple map
measurements	physical measurement,quantitative measurement,field measurement,anthropometry measurement,measurement procedure,anthropometric measurement,product measurement
attendants	chaperone,er chaperone,support personnel,auxiliary personnel,hotel staff,domestic staff,employee,female employee,intelligent attendant
located in comic books	in game artwork,comic character,fairy types,comic strip iconography,countless creature,fantasy creature,comic book character,animated element
capable of power drills	power industrial equipment,power certain equipment,power using machine,today power tool
artillery	tow field artillery piece,heavy weaponry,heavy machine gun
assaults	minor assault,passive attack,violent attack,personal attack,violent personal assault,extreme attack,emotional assault
electrical components	electrical goods,electrical product,electrical equipment
electrical devices	electrical equipment,kind of electrical equipment,industrial electrical equipment,electrical apparatus,portable electrical equipment,appurtenant electrical equipment,electrical or electronic equipment
located in cars	interior and exterior automobile component,automobile component,mechanical part of the vehicle,automobile related item,common automotive product,in car application,interior trim component,automotive part
located in cell phones	phone feature,cellular phone accessory,telephone feature,cell phone accessory
located in hearing aid	hearing assistance device,hearing device,hearing protection device,modern hearing assistance device,sensitive noise receptor,noise sensitive receptor,ear protection equipment,suitable hearing protective device,auditory mean
part of baseball teams	baseball figure,pitcher,batter,potential keyplayers,goalie,legitimate shortstop,team member
power sources	external power source,electrical power source,power supply,electric power source
teams	cross functional team,multi agency team,functional team
used for charge	fixed charge,charge card,cash item,charge electronic device
used for power	power certain equipment,power many device,power industrial equipment,power using machine,external power,motive power source,outside power,traditional power source
used for runs	athletic equipment,indoor or outdoor surface,sport equipment,athletic activity,simple athletic movement,traditional athletic activity,long expert run,outside run,athletic apparel,gym equipment
baseball players	baseball figure,mlb star,baseball great
located in boxs	personal and household item,large boxes,everyday household object,common household item,small goods,household item,small personal item,everyday item
fights	battle,struggle,minor altercation,warfare
powereds	powered device,non powered device,power producing machine,power driven equipment,high efficient motor,power hungry equipment,large motor
blinks	eye movement,eye drop,eye operation,small movement,reflex action,involuntary movement,body movement
attempts	daring exploit,endeavor,deliberate action,action,intrusion,first time offense,encounter obstacle,unsuccessful infiltration attempt,escape
stuffing	unusual stuffing material,kind of packing,side packing,smear ripened cheese,traditional sandwich filling,cooking pastry
gloves	suitable glove,protective glove,disposable glove,glove material,synthetic glove,impervious glove,skin impermeable glove
tracts	land area,undeveloped area,program land,public land,rural land,agricultural land,large or dispersed land area,common areas,land
located in battlefields	battlefield equipment,battlefield,modern military concept,military equipment,battlefield obscurants,fighting types,aspect of military importance,bulky fighting types,combat personnel,military personnel
located in middle easts	middle east only few population,middle east country,middle east noc,middle eastern country,middle eastern nation,middle eastern state,mesopotamian empire,arabic and persian speaking country
located in video games	in game artwork,gameplay element,game specific concept,game feature,role playing video game element,game element,typical mmorpg element
violent actions	violent act,kind of violence,form of violence,type of violence,violent offense,destructive behavior,violent attack,violent event,serious action,violent personal assault
compartments	functional compartment,closed compartment,cell compartment,aquatic compartment,membrane compartment
horses	light horse breed,horse related animal,pony breed,rodeo performance horse,baroque horse breed,hardy horse,equine,pony car,cattle
located in coastal areas	marine wildlife,marine habitat,coastal resource,coastal habitat,marine life,marine resource
located in inlets	marine source,shallow inshore water,shallow water,shallow draft area,marine wildlife,open water,marine resource,deep sea habitat
located in manhattans	upmarket area,affluent place,commercial space,commercial area,urban element,residential space,midtown attraction,high street name
located in shorelines	marine debris,marine wildlife,marine source,marine life,aquatic life,shallow inshore water,aquatic vegetation,marine resource,coastal resource,marine structure
lochs	lake,shallow lake,natural lake,large lake
part of sea	sea,enclosed sea,shallow sea,semi enclosed sea,inland sea,shallow inshore water,ocean feature
part of ships	deck machinery,hull group,aircraft structure,optionally further ship system,engine part,vessel characteristic,standard naval equipment
used for boating	shallow draft area,open water,recreational water,surface waterway
used for fishing	open water,shallow water,shallow draft area,freshwater area,shallow inshore water,freshwater resource,freshwater habitat,aquatic resource,freshwater environment,natural aquatic system
used for sailing	shallow draft area,watercraft,sailing instrument,small watercraft,boat style,semi enclosed sea,enclosed sea,sailing vessel,busy seaway,watersports
used for swimming	open water,shallow water,recreational water,natural aquatic system,freshwater area,round cornered irregular swimming pool,aquatic environment
used for watching	watch,watch feature,viewing scope,front view,view easy to find terrestrial object,side view,video setting
retail stores	retail establishment,business retail store,retail chain store,self service retail establishment,large retail store,retail outlet,typical retail store,popular store,local store
located in festivals	festivity,festive event,traditional celebration,public celebration,annual festival,celebration
shops	retail establishment,retail store,high street shop,self service retail establishment,local shop,top end shop,retail outlet,local store,typical retail store
knifes	serrated knife,small sharp knife,metallic kitchen knife,sharp blade,collectible pocket knife,dozer blade
products	fram product,product name,high end product
toys	occasion children s toy,small toy,classic toy,children s toy
located in toy stores	toys,children s toy,occasion children s toy,traditional toy
located in stores	in store service,retail merchandise,retail equipment,retail product,consumer goods,everyday product,over the counter item
